Adres_volgens_Google,Brin,Gemeente,Instellingsnaam_volgens_Google,NaamInstelling,OvAfstand,OvAfstandMeter,OvReistijd,OvReistijdSeconden,StatusGoogleAfstand,StatusGoogleLonLat,latitude,longitude,test
"Jonkerweg 31, 1217 PM Hilversum, Netherlands",14SM,HILVERSUM,A. Roland Holst College,A. Roland Holst College,"78,3 km",78311.0,1 uur 34 min.,5649.0,OK,OK,52.228918,5.1568061,test
"Laan van Schuylenburch 8, 7064 AL Silvolde, Netherlands",14UM,OUDE IJSSELSTREEK,Almende College,Almende College,147 km,147296.0,2 uur 55 min.,10512.0,OK,OK,51.9133057,6.373164,test
"Tuinderspad 6, 4613 CA Bergen op Zoom, Netherlands",14SW,BERGEN OP ZOOM,Personeelsvereniging Roncalli Scholengemeenschap,Roncalli Scholengemeenschap,112 km,111963.0,2 uur 0 min.,7181.0,OK,OK,51.5022841,4.2861844,test
"Verviersstraat 4, 4826 HT Breda, Netherlands",14SZ,BREDA,Newmancollege,Newmancollege,"88,3 km",88283.0,1 uur 51 min.,6668.0,OK,OK,51.6025229,4.7864898,test
"Bezuidenhoutseweg 40, 2594 AW Den Haag, Netherlands",14TA,S GRAVENHAGE,Christian lyceum Zandvliet,Lyceum Zandvliet,"16,9 km",16886.0,33 min.,2005.0,OK,OK,52.0852754,4.329082500000001,test
"Teylingen, Netherlands",14TD,TEYLINGEN,Teylingen,Sgm Het Rynlands Sassenh,"8,4 km",8440.0,28 min.,1666.0,OK,OK,52.222004,4.5134038,test
"Essenburgsingel 58, 3022 EA Rotterdam, Netherlands",14QT,ROTTERDAM,Marnix Gymnasium,Marnix Gymnasium,"41,7 km",41713.0,1 uur 6 min.,3954.0,OK,OK,51.9223424,4.4537624,test
"De Ganskuijl 105, 3817 EZ Amersfoort, Netherlands",14RC,AMERSFOORT,Corderius College,"locatie, Corderius College","95,7 km",95747.0,1 uur 43 min.,6201.0,OK,OK,52.145021,5.397037999999999,test
"Beethovenplein 2, 1077 WM Amsterdam, Netherlands",14SE,AMSTERDAM,St. Nicolaaslyceum,St. Nicolaaslyceum,"46,7 km",46705.0,48 min.,2892.0,OK,OK,52.3415506,4.8773512,test
"Gymnasiumstraat 36, 8932 GW Leeuwarden, Netherlands",14WI,LEEUWARDEN,Christelijk Gymnasium Beyers Naudé,Chr. Gymnasium Beyers Naude,243 km,243378.0,2 uur 47 min.,10026.0,OK,OK,53.19452159999999,5.7951864,test
"IJdok 20, 1013 MM Amsterdam, Netherlands",14RF,AMSTERDAM,Gerechtshof Amsterdam,"Locatie, De Hof","49,3 km",49268.0,1 uur 2 min.,3725.0,OK,OK,52.3839184,4.8950491,test
"Rietwijkerstraat 55, 1059 VX Amsterdam, Netherlands",14RL,AMSTERDAM,Tobias School,"Locatie, Tobiasschool","49,0 km",49027.0,1 uur 9 min.,4146.0,OK,OK,52.3494249,4.8471728,test
"Admiraal de Ruyterlaan 37, 9726 GP Groningen, Netherlands",14RP,GRONINGEN,CSG Augustinuscollege,CSG - locatie Augustinus,255 km,254733.0,3 uur 4 min.,11052.0,OK,OK,53.2108403,6.5477101,test
"Kon. Julianaweg 54, 3241 XC Middelharnis, Netherlands",15QW,GOEREE-OVERFLAKKEE,RGO Goeree-Overflakkee,RGO,"93,2 km",93192.0,2 uur 11 min.,7887.0,OK,OK,51.7559864,4.1602022,test
"Vlisterweg 22, 2871 VH Schoonhoven, Netherlands",15OM,KRIMPENERWAARD,Schoonhovens College,Het Schoonhovens College,"62,1 km",62079.0,1 uur 44 min.,6245.0,OK,OK,51.9549219,4.8477836,test
"Zwolleweg 1, 1324 EL Almere, Netherlands",16AW,ALMERE,Echnaton,Opb SGM Echnaton,"76,5 km",76528.0,1 uur 12 min.,4320.0,OK,OK,52.3680647,5.2117764,test
"Wytemaweg 25, 3015 CN Rotterdam, Netherlands",15SC,ROTTERDAM,Gymnasium Erasmianum,Erasmianum Gem Gymnasium,"42,9 km",42859.0,1 uur 10 min.,4189.0,OK,OK,51.91172410000001,4.4682704,test
"Quadoelenweg 29, 8431 LN Oosterwolde, Netherlands",15VQ,OOSTSTELLINGWERF,Stellingwerf College,Stellingwerf College,254 km,253936.0,8 uur 55 min.,32077.0,OK,OK,52.99213289999999,6.289027099999999,test
"Koninginneweg 126, 3262 JD Oud-Beijerland, Netherlands",15XV,OUD-BEIJERLAND,active College,Reg SGM Hoeksche Waard,"62,1 km",62089.0,1 uur 46 min.,6338.0,OK,OK,51.8195685,4.4154863,test
"Groene Wetering 1, 2922 CX Krimpen aan den IJssel, Netherlands",14WL,KRIMPEN AAN DEN IJSSEL,Krimpenerwaard College,Krimpenerwaard College,"51,1 km",51136.0,1 uur 32 min.,5513.0,OK,OK,51.9209628,4.602413299999999,test
"Europa 1, 2672 ZX Naaldwijk, Netherlands",14YD,WESTLAND,Lentiz MBO Westland,Lentiz,"31,6 km",31567.0,1 uur 39 min.,5936.0,OK,OK,51.99278210000001,4.2256374,test
"Weegbree 55, 1422 MT Uithoorn, Netherlands",14VG,UITHOORN,Alkwin Kollege Uithoorn,Alkwin Kollege,"49,5 km",49531.0,1 uur 8 min.,4077.0,OK,OK,52.2458275,4.8178326,test
"De Cuserstraat 3, 1081 CK Amsterdam, Netherlands",14VY,AMSTERDAM,CSB Amsterdam,Chr Sgm Buitenveldert,"48,8 km",48775.0,1 uur 1 min.,3661.0,OK,OK,52.3232767,4.8675329,test
"Deijlerweg 163, 2241 AE Wassenaar, Netherlands",14WE,WASSENAAR,Adelbert College,S. Adelbert College,"5,4 km",5352.0,19 min.,1111.0,OK,OK,52.1479576,4.4180006,test
"Valeriusplein 15, 1075 BJ Amsterdam, Netherlands",02AP,AMSTERDAM,Amsterdams Lyceum,Het Amsterdams Lyceum,"47,9 km",47919.0,1 uur 4 min.,3861.0,OK,OK,52.3510819,4.8650109,test
"5, Maria Montessoristraat, 7008 CA Doetinchem, Netherlands",02NZ,DOETINCHEM,Metzo College,"locatie, Metzo College",174 km,174365.0,7 uur 30 min.,27024.0,OK,OK,51.97105500000001,6.2761733,test
"Leerparkpromenade 300, 3312 KW Dordrecht, Netherlands",02CI,DORDRECHT,Insula College,Insula College,"61,9 km",61869.0,1 uur 23 min.,5003.0,OK,OK,51.79881899999999,4.681757999999999,test
"Hugo de Grootstraat 4, 3119 HA Schiedam, Netherlands",16EI,SCHIEDAM,Lyceum Schravenlant,Lyceum Schravenlant,"36,8 km",36832.0,1 uur 0 min.,3604.0,OK,OK,51.924723,4.391139,test
"Tatraweg 80, 5022 DS Tilburg, Netherlands",16MQ,TILBURG,King Willem II College,Kon Willem II College,114 km,113617.0,2 uur 9 min.,7733.0,OK,OK,51.5415644,5.0854412,test
"Haffelderweg 40, 1791 AS Den Burg, Netherlands",16KP,TEXEL,The Hogeberg,OSG de Hogeberg,,,,,Er ging iets mis,OK,53.0506776,4.8001018,test
"Oude Vaart 1, 4537 CD Terneuzen, Netherlands",16JO,TERNEUZEN,Het Lodewijkcollege loc. Oude Vaart,SSG De Rede,186 km,185984.0,3 uur 20 min.,11971.0,OK,OK,51.3233192,3.8383628,test
"Weerdslag 14a, 7206 BR Zutphen, Netherlands",16NK,ZUTPHEN,Vrijeschool Zutphen Voortgezet Onderwijs,Vrije school Zutphen-Groningen,209 km,209391.0,8 uur 16 min.,29771.0,OK,OK,52.1274137,6.197883399999999,test
"Kievitsblekweg 4, 5062 SV Oisterwijk, Netherlands",16OX,OISTERWIJK,2College Vluchtelingen,2College,117 km,117073.0,2 uur 31 min.,9036.0,OK,OK,51.5787704,5.2277872,test
"Almastraat 5, 8601 EW Sneek, Netherlands",16FP,SUDWEST-FRYSLAN,RSG Magister Alvinus,Reg SGM Magister Alvinus,265 km,264906.0,8 uur 14 min.,29635.0,OK,OK,53.030604,5.652811499999999,test
"Wilhelminalaan 4, 1741 CN Schagen, Netherlands",16CX,SCHAGEN,Regius College Schagen,Regius College Schagen,107 km,106518.0,1 uur 53 min.,6761.0,OK,OK,52.7825309,4.7964357,test
"Pasteurweg 3, 8503 AB Joure, Netherlands",25CV,DE FRYSKE MARREN,"Bornego College, Joure",Bornego College vst. Joure,228 km,228248.0,7 uur 53 min.,28394.0,OK,OK,52.9606832,5.782919000000001,test
"Oude Weg 41, 9561 LB Ter Apel, Netherlands",16IH,WESTERWOLDE,RSG Ter Apel,RSG Ter Apel,244 km,243703.0,8 uur 0 min.,28778.0,OK,OK,52.8779524,7.066592999999999,test
"Lijsterbesstraat 1, 8331 NS Steenwijk, Netherlands",16GZ,STEENWIJKERLAND,RSG Tromp Meesters,RSG Tromp Meesters,192 km,191701.0,2 uur 26 min.,8785.0,OK,OK,52.7817006,6.1141011,test
"Noordbrabantstraat 17, 1083 BE Amsterdam, Netherlands",16PN,AMSTERDAM,Joodse Sgm Maimonides,Joodse SGM Maimonides,"48,9 km",48888.0,1 uur 1 min.,3689.0,OK,OK,52.3255816,4.8871619,test
"Roerdomplaan 42, 3084 NE Rotterdam, Netherlands",16PK,ROTTERDAM,Calvin Business School,CSG Calvijn - Business School,"47,6 km",47649.0,1 uur 28 min.,5300.0,OK,OK,51.8834667,4.4715596,test
"Jan Salwaplein 2, 9641 LL Veendam, Netherlands",16PI,VEENDAM,Opb Sgm Winkler Prins,OPB SGM Winkler Prins,223 km,222512.0,7 uur 31 min.,27043.0,OK,OK,53.10539929999999,6.869955900000001,test
"Populierlaan 1, 6101 BA Echt, Netherlands",16PE,ECHT-SUSTEREN,Connect College,Connect College,274 km,273535.0,7 uur 18 min.,26303.0,OK,OK,51.1122753,5.8703826,test
"Rondelaan 34, 1861 ED Bergen, Netherlands",16ST,BERGEN NH,BSG Berger Sgm,BSG,"70,9 km",70915.0,2 uur 0 min.,7170.0,OK,OK,52.6736174,4.6916338,test
"Stevensbeekseweg 8 A, 5844 AB Stevensbeek, Netherlands",16SW,BOXMEER,Metameer (hoofdlocatie),RK SGM METAMEER,237 km,236864.0,3 uur 30 min.,12587.0,OK,OK,51.6081443,5.912667,test
"Loudelsweg 38, 1861 TG Bergen, Netherlands",16TS,BERGEN NH,Ver Bovenbouw Vrije Scholen Boven Het IJ,Vrije School Noord-Holland,"69,8 km",69845.0,1 uur 52 min.,6736.0,OK,OK,52.66475639999999,4.7049357,test
"Maresingel 19, 2316 HA Leiden, Netherlands",16TV,LEIDEN,Waldorf School Mareland,Vrije School Z-Holland,"4,7 km",4691.0,30 min.,1781.0,OK,OK,52.1649928,4.491700100000001,test
"Slot 31, 7608 ND Almelo, Netherlands",16VI,ALMELO,Canisius Almelo,RK SGM Canisius,200 km,199777.0,8 uur 2 min.,28902.0,OK,OK,52.3747961,6.6876054,test
"Dillenburgstraat 46, 5151 GL Drunen, Netherlands",16VK,HEUSDEN,d’Oultremontcollege,"loc, d' Oultremontcollege",112 km,112212.0,2 uur 32 min.,9149.0,OK,OK,51.690365,5.141248,test
"Pater Dehonlaan 63, 4615 DC Bergen op Zoom, Netherlands",16QN,BERGEN OP ZOOM,Gymnasium Juvenaat,RK Gymnasium Juvenaat H. Hart,112 km,111750.0,1 uur 57 min.,7014.0,OK,OK,51.4873546,4.2921035,test
"Jacob Roelandsstraat, 5281 CG Boxtel, Netherlands",16RB,BOXTEL,Jacob-Roelandslyceum,Jacob-Roelandslyceum,165 km,165245.0,2 uur 33 min.,9163.0,OK,OK,51.5849854,5.3295838,test
"Pieter de Hoochstraat 59, 1071 ED Amsterdam, Netherlands",16PS,AMSTERDAM,Montessori Lyceum Amsterdam,"Loc, Montessori Lyceum A'dam","49,5 km",49514.0,59 min.,3512.0,OK,OK,52.354932,4.8854962,test
"Burgemeester Keijzerweg 5, 3351 JT Papendrecht, Netherlands",16QA,PAPENDRECHT,CSG De Lage Waard,Chr SGM De Lage Waard,"69,1 km",69128.0,1 uur 43 min.,6156.0,OK,OK,51.8358888,4.6903926,test
"Paul Krügerlaan 2, 4818 BC Breda, Netherlands",16QH,BREDA,the Nassau,De Nassau,"90,3 km",90283.0,1 uur 54 min.,6810.0,OK,OK,51.5812908,4.7916474,test
"Paul Windhausenweg 11, 4818 TA Breda, Netherlands",16RF,BREDA,Our Lady Lyceum - Breda,OLV - Breda,"89,4 km",89414.0,1 uur 48 min.,6474.0,OK,OK,51.581743,4.7851777,test
"6, Heerenmäten, 6904 GZ Zevenaar, Netherlands",16SK,ZEVENAAR,Liemers College,Liemers College,127 km,127081.0,2 uur 59 min.,10745.0,OK,OK,51.936168,6.0560499,test
"Amstenraderweg 122, 6431 EN Hoensbroek, Netherlands",16SL,HEERLEN,Sint-Janscollege,Sint-Janscollege,271 km,271319.0,6 uur 55 min.,24913.0,OK,OK,50.9337032,5.9287621,test
"Apollolaan 1, 2341 BA Oegstgeest, Netherlands",16RH,OEGSTGEEST,Rijnlands Lyceum Oegstgeest,Het Rijnlands LYC,"2,1 km",2059.0,19 min.,1155.0,OK,OK,52.1810117,4.461765199999999,test
"Eikenbussel 1, 5689 AA Oirschot, Netherlands",16RT,OIRSCHOT,Vo Best-Oirschot,VO Best-Oirschot,146 km,145599.0,8 uur 35 min.,30919.0,OK,OK,51.49806530000001,5.313918,test
"Tiemeister 20, 7541 WG Enschede, Netherlands",00AH,ENSCHEDE,College South,"locatie, Zuid",220 km,219941.0,7 uur 33 min.,27195.0,OK,OK,52.2022971,6.8978011,test
"Koningsbergerstraat 2, 3531 AJ Utrecht, Netherlands",16PA,UTRECHT,Christelijk Gymnasium Utrecht,Chr Gymnasium,"51,4 km",51377.0,1 uur 5 min.,3916.0,OK,OK,52.088172,5.0994433,test
"Verzetsstrijderslaan 220, 9727 CK Groningen, Netherlands",02CR,GRONINGEN,Willem Lodewijk Gymnasium,Willem Lodewijkgymnasium,255 km,254649.0,3 uur 3 min.,10980.0,OK,OK,53.2086426,6.550538899999999,test
"Stiemensweg 40, 6591 MD Gennep, Netherlands",17HN,GENNEP,Elzendaalcollege,Elzendaalcollege,182 km,181753.0,8 uur 15 min.,29708.0,OK,OK,51.6872206,5.981325399999999,test
"Nieuwe Veenendaalseweg 137, 3911 MG Rhenen, Netherlands",16YV,NEDER-BETUWE,Pantarijn Sgm,Pantarijn SGM,"92,1 km",92055.0,1 uur 56 min.,6932.0,OK,OK,51.9624536,5.5675854,test
"Tjalling H. Haismastraat 1, 9251 AT Burgum, Netherlands",25CM,TYTSJERKSTERADIEL,CSG Liudger locatie Burgum,Chr SGM Liudger,254 km,253986.0,7 uur 53 min.,28394.0,OK,OK,53.19531139999999,5.9958611,test
"Dominee L. Tinholtstraat 3-C, 8723 CW Koudum, Netherlands",25CR,SUDWEST-FRYSLAN,Bogerman Scholengemeenschap,csg Bogerman Koudum,274 km,273541.0,9 uur 8 min.,32871.0,OK,OK,52.9155256,5.4544032,test
"Blikkenburgerlaan 2, 3703 CV Zeist, Netherlands",17BI,ZEIST,OSG Schoonoord,OSG Schoonoord,"62,4 km",62439.0,1 uur 43 min.,6157.0,OK,OK,52.0763537,5.2414474,test
"Minkemalaan 1, 3446 GL Woerden, Netherlands",17AN,WOERDEN,Minkema College,Minkema College,"35,2 km",35223.0,49 min.,2910.0,OK,OK,52.0846275,4.8961027,test
"Oude Bosscheweg 2, 5301 LA Zaltbommel, Netherlands",17AY,ZALTBOMMEL,cambium College,Scholengroep Cambium,131 km,131400.0,2 uur 57 min.,10648.0,OK,OK,51.8049847,5.2558054,test
"Dokter Tamsmalaan 1, 1771 AB Wieringerwerf, Netherlands",17DD,HOLLANDS KROON,rsg Wiringherlant,rsg Wiringherlant,117 km,116957.0,2 uur 2 min.,7327.0,OK,OK,52.848519,5.023611,test
"Lassuslaan 230, 8031 XM Zwolle, Netherlands",17BZ,ZWOLLE,Van Der Capellen,Van der Capellen SGM,155 km,154637.0,2 uur 9 min.,7762.0,OK,OK,52.528304,6.090132199999999,test
"Eisenhowerlaan 59, 3844 AS Harderwijk, Netherlands",17CK,HARDERWIJK,RSG Slingerbos / Levant,RSG Slingerbos/Levant,101 km,100632.0,2 uur 13 min.,7996.0,OK,OK,52.3332699,5.615194400000001,test
"Campusplein 18, 3192 CD Hoogvliet Rotterdam, Netherlands",17CR,ROTTERDAM,Einstein Lyceum,Einstein Lyceum,"47,0 km",46981.0,1 uur 18 min.,4667.0,OK,OK,51.8561795,4.3604227,test
"Hagerhofweg 15, 5912 PN Venlo, Netherlands",16XD,VENLO,College Den Hulster,College Den Hulster,198 km,197695.0,3 uur 3 min.,10963.0,OK,OK,51.3568745,6.1622088,test
"Heldevierlaan 5, 6415 SB Heerlen, Netherlands",16VM,HEERLEN,Herlecollege,Herlecollege,264 km,264213.0,7 uur 5 min.,25520.0,OK,OK,50.8994161,5.9790246,test
"Emmalaan 25-26, 7822 JB Emmen, Netherlands",16VP,EMMEN,Hondsrug College,Hondsrug College,226 km,225962.0,3 uur 11 min.,11466.0,OK,OK,52.7786852,6.906656700000001,test
"Parallelweg 7, 7102 DE Winterswijk, Netherlands",17AA,WINTERSWIJK,Gerrit Komrij College,Gerrit Komrij College,173 km,173435.0,3 uur 3 min.,10984.0,OK,OK,51.9680046,6.713327800000001,test
"Weyevlietplein 7-13, 4385 CH Vlissingen, Netherlands",16YC,VLISSINGEN,Scheldemond College,Scheldemond College,171 km,171351.0,2 uur 50 min.,10209.0,OK,OK,51.46329600000001,3.579831,test
"A.G. Bellstraat 2, 9989 EB Warffum, Netherlands",16ZK,EEMSMOND,"Het Hogeland College, locatie Warffum",Hogeland College,278 km,278273.0,7 uur 8 min.,25680.0,OK,OK,53.3915581,6.553935999999999,test
"Koediefslaan 73, 2101 BT Heemstede, Netherlands",17HH,HEEMSTEDE,HBM (Haemstede-Barger Mavo),Haemstede Barger MAVO,"26,3 km",26328.0,39 min.,2351.0,OK,OK,52.35708229999999,4.616647299999999,test
"Beekvlietstraat 4, 5271 SM Sint-Michielsgestel, Netherlands",17JY,SINT-MICHIELSGESTEL,Gymnasium Beekvliet,Gymn Beekvliet,108 km,107989.0,2 uur 26 min.,8741.0,OK,OK,51.6420065,5.3640878,test
"Onderwijsboulevard 1, 5223 DE 's-Hertogenbosch, Netherlands",17KF,S HERTOGENBOSCH,Van Maerlant,Van Maerlant,"98,8 km",98847.0,1 uur 36 min.,5762.0,OK,OK,51.6911218,5.288061799999999,test
"Tattistraat 3, 3066 CE Rotterdam, Netherlands",17KY,ROTTERDAM,Roncalli MAVO,Roncalli MAVO,"48,6 km",48574.0,1 uur 20 min.,4786.0,OK,OK,51.9368766,4.5567394,test
"Eijkhagenlaan 31, 6371 XA Landgraaf, Netherlands",17JB,LANDGRAAF,Charlemagne College Eijkhagen,Charlemagne College,267 km,267137.0,7 uur 20 min.,26401.0,OK,OK,50.8987073,6.0266972,test
"Vloeieindsedreef 1, 5753 SM Deurne, Netherlands",17VP,DEURNE,Hub van Doorne College,Hub van Doornecollege,168 km,168098.0,2 uur 36 min.,9331.0,OK,OK,51.4471946,5.7885522,test
"Pierebaan 5, 1141 GV Monnickendam, Netherlands",17VF,WATERLAND,Bernard Nieuwentijt College,loc. Bernard Nieuwentijt Coll.,"64,0 km",63982.0,1 uur 30 min.,5428.0,OK,OK,52.45146339999999,5.0362178,test
"Geessinkweg 100, 7544 ND Enschede, Netherlands",17VN,ENSCHEDE,Bonhoeffer College Geessinkweg,Bonhoeffer College,222 km,222143.0,7 uur 50 min.,28203.0,OK,OK,52.1986365,6.8698733,test
"Mr. van Coothstraat 34, 6651 ZJ Druten, Netherlands",17IR,DRUTEN,Pax Christi College VMBO,Pax Christi College,101 km,101167.0,7 uur 13 min.,26001.0,OK,OK,51.8868728,5.6143209,test
"Marktgracht 65, 1353 AL Almere, Netherlands",17DN,ALMERE,OSG Meergronden,SGM De Meergronden- Arte Coll.,"84,1 km",84118.0,1 uur 31 min.,5479.0,OK,OK,52.33629819999999,5.217403099999999,test
"Uithoflaan 1, 4133 GZ Vianen, Netherlands",17GM,VIANEN,Oosterlicht College,Oosterlicht College,"66,7 km",66715.0,1 uur 41 min.,6070.0,OK,OK,51.9868482,5.0784762,test
"Bergerweg 21, 6085 AS Horn, Netherlands",17GT,LEUDAL,Scholengemeenschap Sint Ursula Horn,RK SGM St Ursula,268 km,267729.0,7 uur 27 min.,26842.0,OK,OK,51.207938,5.93092,test
"Endelhovenlaan 1, 3601 GR Maarssen, Netherlands",17HX,STICHTSE VECHT,Municipality of Stichtse Vecht,Mgr A E Rientjes Mavo,"61,1 km",61108.0,1 uur 40 min.,5994.0,OK,OK,52.1447548,5.0332077,test
"Van der Duyn van Maasdamstraat 25, 6661 ZR Elst, Netherlands",17IM,OVERBETUWE,Over Betuwe College,Over Betuwe College,121 km,120742.0,2 uur 26 min.,8757.0,OK,OK,51.9200227,5.8412405,test
"Zekeringstraat 38-40, 1014 BT Amsterdam, Netherlands",17HB,AMSTERDAM,Iedersland College,"locatie, Iedersland College","45,2 km",45154.0,53 min.,3193.0,OK,OK,52.396849,4.8502594,test
"Valkenburgerweg 219, 6419 AT Heerlen, Netherlands",19XS,HEERLEN,Sintermeertencollege,Sintermeertencollege,265 km,265214.0,7 uur 24 min.,26610.0,OK,OK,50.878438,5.956896,test
"De Ruivert 5, 5342 CM Oss, Netherlands",19XH,OSS,The Hooghuis - Location Oss South,Het Hooghuis locatie Zuid/West,119 km,119216.0,2 uur 15 min.,8102.0,OK,OK,51.7526959,5.5305782,test
"Landréstraat 150, 2551 CA Den Haag, Netherlands",19ZP,S GRAVENHAGE,Maris College,Maris College,"25,4 km",25372.0,1 uur 8 min.,4091.0,OK,OK,52.0596511,4.2278616,test
"Rembrandtlaan 2, 3904 ZK Veenendaal, Netherlands",19IP,VEENENDAAL,Rembrandt College,Rembrandt College,"83,7 km",83682.0,1 uur 37 min.,5840.0,OK,OK,52.02130409999999,5.546732599999999,test
"Grietenij 2202, 8233 BZ Lelystad, Netherlands",18DQ,LELYSTAD,Scholengemeenschap De Rietlanden,SGM Lelystad,103 km,102551.0,1 uur 33 min.,5561.0,OK,OK,52.4968715,5.4762464,test
"Schoolstraat 16, 6443 BT Brunssum, Netherlands",18DO,BRUNSSUM,Romboutscollege,Romboutscollege,279 km,279470.0,7 uur 23 min.,26585.0,OK,OK,50.938659,5.970784699999999,test
"De Aanloop 6, 1613 KW Grootebroek, Netherlands",18CV,STEDE BROEC,Martinus College,Martinus College,"99,4 km",99424.0,1 uur 55 min.,6874.0,OK,OK,52.69158100000001,5.218806,test
"Herenstraat 298, 6004 XL Weert, Netherlands",18DD,WEERT,SGM Philips van Horne,SGM Philips van Horne,175 km,174666.0,3 uur 12 min.,11547.0,OK,OK,51.256412,5.7167173,test
"Graaf van Loonstraat 39, 6121 JS Born, Netherlands",18DE,SITTARD-GELEEN,Dacapo College Born,DaCapo College Born,267 km,267077.0,7 uur 17 min.,26206.0,OK,OK,51.0340842,5.8046834,test
"Kees Boekelaan 10, 3723 BA Bilthoven, Netherlands",17WP,DE BILT,Stg Werkpl Kindergem School,Werkpl Kindergem Sch,"60,6 km",60550.0,1 uur 33 min.,5584.0,OK,OK,52.1341481,5.1949896,test
"Burgemeester Schuitestraat 7, 7772 BS Hardenberg, Netherlands",17VS,HARDENBERG,Greijdanus Hardenberg,Greijdanus College,192 km,191595.0,2 uur 20 min.,8419.0,OK,OK,52.5704015,6.6252936,test
"Rotterdam, Netherlands",17YF,ROTTERDAM,Rotterdam,Zuiderpark loc Young Business,"48,1 km",48058.0,1 uur 22 min.,4919.0,OK,OK,51.9244201,4.4777326,test
"Pieter Lodewijk Takstraat 33-34, 1078 AL Amsterdam, Netherlands",17YS,AMSTERDAM,Esprit Scholengroep,Esprit Scholengroep,"49,2 km",49166.0,1 uur 1 min.,3669.0,OK,OK,52.3486835,4.899899899999999,test
"Reviusplein 8, 3141 SV Maassluis, Netherlands",17WQ,MAASSLUIS,Lentiz | Revius Lyceum,Lentiz,"46,8 km",46766.0,1 uur 13 min.,4371.0,OK,OK,51.924169,4.2637227,test
"Eksterlaan 48, 4143 AC Leerdam, Netherlands",17XU,LEERDAM,Het Heerenlanden,Het Heerenlanden,"79,5 km",79507.0,1 uur 56 min.,6973.0,OK,OK,51.89761679999999,5.0958995,test
"Haarstraat 14, 7451 CZ Holten, Netherlands",19FF,RIJSSEN-HOLTEN,The Waerdenborch,SGM De Waerdenborch,175 km,174701.0,7 uur 41 min.,27635.0,OK,OK,52.2803267,6.4166614,test
"Heerlen, Netherlands",19HV,HEERLEN,Heerlen,Ath vh Bernardinuscol,263 km,262727.0,6 uur 46 min.,24346.0,OK,OK,50.88817419999999,5.9794988,test
"Ballumerweg 24, 9163 GB Nes, Netherlands",19HY,AMELAND,Burgomaster Walda School,Burg Walda SGM,,,,,Er ging iets mis,OK,53.4470331,5.7662694,test
"Fresiaveld 20, 2914 PN Nieuwerkerk aan den IJssel, Netherlands",19GY,ZUIDPLAS,Comenius College,Comenius College Nieuwerkerk,"57,0 km",56953.0,1 uur 27 min.,5218.0,OK,OK,51.9741722,4.6257592,test
"Grebbeberglaan 7, 3527 VX Utrecht, Netherlands",18AN,UTRECHT,VMBO Globe College Utrecht,Globe College,"52,0 km",52037.0,1 uur 14 min.,4416.0,OK,OK,52.0799384,5.1007463,test
"Grundellaan 36, 7552 ED Hengelo, Netherlands",19HG,HENGELO,Lyceum Grundel,loc. Lyceum De Grundel,210 km,209576.0,2 uur 56 min.,10554.0,OK,OK,52.2628802,6.8093848,test
"Drie Decembersingel 40, 5922 BD Venlo, Netherlands",19HR,VENLO,Blariacumcollege Juniorcollege,Blariacumcollege,196 km,195992.0,2 uur 56 min.,10582.0,OK,OK,51.37127599999999,6.136932000000001,test
"Valkenlaan 1, 7905 AA Hoogeveen, Netherlands",19IW,HOOGEVEEN,"RSG Wolfsbos, location Green Triangle",RSG Wolfsbos,200 km,200012.0,7 uur 40 min.,27595.0,OK,OK,52.71829169999999,6.4935449,test
"Grietenij 2202, 8233 BZ Lelystad, Netherlands",18GC,LELYSTAD,Scholengemeenschap De Rietlanden,SGM De Rietlanden,101 km,101362.0,1 uur 29 min.,5339.0,OK,OK,52.4968715,5.4762464,test
"Norderstedtplein 6, 3332 GK Zwijndrecht, Netherlands",18TR,ZWIJNDRECHT,Walburg College Zwijndrecht,OZHW locatie LOC@ Walburg,"58,9 km",58923.0,1 uur 33 min.,5578.0,OK,OK,51.8221583,4.654601899999999,test
"Multatulilaan 6, 4103 NM Culemborg, Netherlands",19EW,CULEMBORG,O.R.S. Lek en Linge VWO locatie,ORS Lek en Linge,"69,5 km",69507.0,1 uur 30 min.,5421.0,OK,OK,51.94580269999999,5.2343991,test
"Groenewoudlaan 25, 3201 LP Spijkenisse, Netherlands",19DH,NISSEWAARD,O.S.G. De Ring van Putten,Opb SGM De Ring V Putten,"49,6 km",49562.0,1 uur 24 min.,5018.0,OK,OK,51.8453884,4.3406769,test
"Burgemeester Schneiderlaan 2, 4706 EZ Roosendaal, Netherlands",19EN,ROOSENDAAL,Jan Tinbergen College,Jan Tinbergen College,100 km,100191.0,1 uur 49 min.,6558.0,OK,OK,51.531279,4.479253,test
"Lutinelaan 3, 8899 BD Oost-Vlieland, Netherlands",19EO,VLIELAND,De Jutter,"VMBO ""De Jutter"" Vlieland",,,,,Er ging iets mis,OK,53.2992891,5.073300500000001,test
"Vijverweg 31, 2061 GT Bloemendaal, Netherlands",19EQ,BLOEMENDAAL,Hartenlustsch v Mavo,Hartenlustsch V Mavo,"32,7 km",32686.0,49 min.,2939.0,OK,OK,52.4027938,4.622053699999999,test
"Zuidmidslandweg 8, 8891 GH Midsland, Netherlands",19ET,TERSCHELLING,Gsg t Schylger Jouw voor Vmbo,GSG t Schylger Jouw voor vmbo,,,,,Er ging iets mis,OK,53.3810756,5.286730299999999,test
